,종목코드,회사명,업종
1633,134060,이퓨쳐,"서적, 잡지 및 기타 인쇄물 출판업"
1634,134380,미원화학,기타 화학제품 제조업
1635,134580,디엠티,통신 및 방송 장비 제조업
1636,134790,시디즈,가구 제조업
1637,136480,하림,"도축, 육류 가공 및 저장 처리업"
1638,136490,선진,동물용 사료 및 조제식품 제조업
1639,136510,쎄미시스코,특수 목적용 기계 제조업
1640,136540,윈스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1641,137400,피엔티,특수 목적용 기계 제조업
1642,137940,넥스트아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1643,137950,제이씨케미칼,기타 화학제품 제조업
1644,138040,메리츠금융지주,기타 금융업
1645,138070,신진에스엠,기타 금속 가공제품 제조업
1646,138080,오이솔루션,통신 및 방송 장비 제조업
1647,138250,엔에스쇼핑,무점포 소매업
1648,138360,에이씨티,기타 화학제품 제조업
1649,138490,코오롱플라스틱,합성고무 및 플라스틱 물질 제조업
1650,138580,비즈니스온,소프트웨어 개발 및 공급업
1651,138610,나이벡,의료용품 및 기타 의약 관련제품 제조업
1652,138690,엘아이에스,특수 목적용 기계 제조업
1653,138930,BNK금융지주,기타 금융업
1654,139050,데일리블록체인,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1655,139130,DGB금융지주,기타 금융업
1656,139480,이마트,종합 소매업
1657,139670,키네마스터,소프트웨어 개발 및 공급업
1658,140070,서플러스글로벌,기계장비 및 관련 물품 도매업
1659,140410,메지온,자연과학 및 공학 연구개발업
1660,140520,대창스틸,1차 철강 제조업
1661,140670,알에스오토메이션,전자부품 제조업
1662,140860,파크시스템스,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1663,140910,에이리츠,부동산 임대 및 공급업
1664,141000,비아트론,특수 목적용 기계 제조업
1665,141020,포티스,무점포 소매업
1666,141070,맥스로텍,특수 목적용 기계 제조업
1667,141080,레고켐바이오,자연과학 및 공학 연구개발업
1668,142210,유니트론텍,자동차 부품 및 내장품 판매업
1669,142280,녹십자엠에스,의료용품 및 기타 의약 관련제품 제조업
1670,142760,바이오리더스,자연과학 및 공학 연구개발업
1671,143160,아이디스,통신 및 방송 장비 제조업
1672,143210,핸즈코퍼레이션,자동차 신품 부품 제조업
1673,143240,사람인에이치알,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1674,143540,영우디에스피,특수 목적용 기계 제조업
1675,144510,녹십자랩셀,"그외 기타 전문, 과학 및 기술 서비스업"
1676,144620,코오롱머티리얼,화학섬유 제조업
1677,144960,뉴파워프라즈마,특수 목적용 기계 제조업
1678,145020,휴젤,기초 의약물질 및 생물학적 제제 제조업
1679,145210,세화아이엠씨,특수 목적용 기계 제조업
1680,145270,케이탑리츠,부동산 임대 및 공급업
1681,145720,덴티움,의료용 기기 제조업
1682,145990,삼양사,기타 식품 제조업
1683,147760,마이크로프랜드,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1684,147830,제룡산업,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1685,148140,비디아이,일반 목적용 기계 제조업
1686,148150,세경하이테크,전자부품 제조업
1687,148250,알엔투테크놀로지,전자부품 제조업
1688,149950,아바텍,전자부품 제조업
1689,149980,하이로닉,의료용 기기 제조업
1690,150840,인트로메딕,의료용 기기 제조업
1691,150900,파수,소프트웨어 개발 및 공급업
1692,151860,KG ETS,폐기물 처리업
1693,151910,나노스,전자부품 제조업
1694,152330,코리아오토글라스,유리 및 유리제품 제조업
1695,152550,한국ANKOR유전,신탁업 및 집합투자업
1696,153360,하이골드3호,운송장비 임대업
1697,153460,네이블,소프트웨어 개발 및 공급업
1698,153490,우리이앤엘,반도체 제조업
1699,153710,옵티팜,의료용품 및 기타 의약 관련제품 제조업
1700,154030,아시아종묘,작물 재배업
1701,154040,솔루에타,전자부품 제조업
1702,155650,와이엠씨,전자부품 제조업
1703,155660,DSR,1차 비철금속 제조업
1704,155900,바다로19호,운송장비 임대업
1705,156100,엘앤케이바이오,의료용 기기 제조업
1706,158310,스타모빌리티,특수 목적용 기계 제조업
1707,158430,아톤,소프트웨어 개발 및 공급업
1708,159580,제로투세븐,생활용품 도매업
1709,159910,스킨앤스킨,기타 화학제품 제조업
1710,160550,NEW,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1711,160600,이큐셀,특수 목적용 기계 제조업
1712,160980,싸이맥스,특수 목적용 기계 제조업
1713,161000,애경유화,기초 화학물질 제조업
1714,161390,한국타이어앤테크놀로지,고무제품 제조업
1715,161570,THE MIDONG,영상 및 음향기기 제조업
1716,161580,필옵틱스,특수 목적용 기계 제조업
1717,161890,한국콜마,기타 화학제품 제조업
1718,163560,동일고무벨트,고무제품 제조업
1719,164060,이루다,의료용 기기 제조업
1720,166090,하나머티리얼즈,반도체 제조업
1721,166480,코아스템,의약품 제조업
1722,168330,내츄럴엔도텍,자연과학 및 공학 연구개발업
1723,168490,한국패러랠,신탁업 및 집합투자업
1724,169330,엠브레인,시장조사 및 여론조사업
1725,170030,현대공업,자동차 신품 부품 제조업
1726,170790,파이오링크,통신 및 방송 장비 제조업
1727,170900,동아에스티,의약품 제조업
1728,170920,엘티씨,기초 화학물질 제조업
1729,171010,램테크놀러지,기초 화학물질 제조업
1730,171090,선익시스템,특수 목적용 기계 제조업
1731,171120,라이온켐텍,기타 화학제품 제조업
1732,172580,하이골드12호,운송장비 임대업
1733,173130,오파스넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1734,173940,에프엔씨엔터,창작 및 예술관련 서비스업
1735,174880,장원테크,통신 및 방송 장비 제조업
1736,174900,앱클론,의료용품 및 기타 의약 관련제품 제조업
1737,175140,인포마크,통신 및 방송 장비 제조업
1738,175250,아이큐어,의약품 제조업
1739,175330,JB금융지주,기타 금융업
1740,176440,에이치엔티,전자부품 제조업
1741,177350,베셀,특수 목적용 기계 제조업
1742,177830,파버나인,전자부품 제조업
1743,178320,서진시스템,통신 및 방송 장비 제조업
1744,178780,유테크,전자부품 제조업
1745,178920,PI첨단소재,플라스틱제품 제조업
1746,179290,엠아이텍,의료용 기기 제조업
1747,179900,유티아이,전자부품 제조업
1748,180400,캔서롭,기타 과학기술 서비스업
1749,180640,한진칼,항공 여객 운송업
1750,181340,이즈미디어,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1751,181710,NHN,소프트웨어 개발 및 공급업
1752,182360,큐브엔터,오디오물 출판 및 원판 녹음업
1753,182400,엔케이맥스,기초 의약물질 및 생물학적 제제 제조업
1754,182690,테라셈,반도체 제조업
1755,183190,아세아시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1756,183300,코미코,특수 목적용 기계 제조업
1757,183490,엔지켐생명과학,기초 의약물질 및 생물학적 제제 제조업
1758,184230,SGA솔루션즈,소프트웨어 개발 및 공급업
1759,185490,아이진,자연과학 및 공학 연구개발업
1760,185750,종근당,의약품 제조업
1761,186230,그린플러스,1차 비철금속 제조업
1762,187220,디티앤씨,기타 과학기술 서비스업
1763,187270,신화콘텍,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1764,187420,제노포커스,기초 의약물질 및 생물학적 제제 제조업
1765,187790,나노,기초 화학물질 제조업
1766,187870,디바이스이엔지,특수 목적용 기계 제조업
1767,189300,인텔리안테크,통신 및 방송 장비 제조업
1768,189690,포시에스,소프트웨어 개발 및 공급업
1769,189860,서전기전,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1770,189980,흥국에프엔비,비알코올음료 및 얼음 제조업
1771,190510,나무가,전자부품 제조업
1772,190650,코리아에셋투자증권,기타 금융업
1773,191410,육일씨엔에쓰,전자부품 제조업
1774,191420,테고사이언스,기초 의약물질 및 생물학적 제제 제조업
1775,192080,더블유게임즈,소프트웨어 개발 및 공급업
1776,192250,케이사인,소프트웨어 개발 및 공급업
1777,192390,윈하이텍,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1778,192400,쿠쿠홀딩스,기타 금융업
1779,192410,감마누,통신 및 방송 장비 제조업
1780,192440,슈피겐코리아,그외 기타 제품 제조업
1781,192650,드림텍,전자부품 제조업
1782,192820,코스맥스,기타 화학제품 제조업
1783,193250,와이제이엠게임즈,전자부품 제조업
1784,194370,제이에스코퍼레이션,"가죽, 가방 및 유사제품 제조업"
1785,194480,데브시스터즈,소프트웨어 개발 및 공급업
1786,194700,노바렉스,기타 식품 제조업
1787,195440,퓨전,소프트웨어 개발 및 공급업
1788,195500,마니커에프앤지,"도축, 육류 가공 및 저장 처리업"
1789,195870,해성디에스,전자부품 제조업
1790,195990,에이비프로바이오,특수 목적용 기계 제조업
1791,196170,알테오젠,자연과학 및 공학 연구개발업
1792,196300,애니젠,기초 의약물질 및 생물학적 제제 제조업
1793,196450,디오스텍,사진장비 및 광학기기 제조업
1794,196490,디에이테크놀로지,특수 목적용 기계 제조업
1795,196700,웹스,합성고무 및 플라스틱 물질 제조업
1796,197140,디지캡,소프트웨어 개발 및 공급업
1797,198080,엔피디,전자부품 제조업
1798,198440,고려시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1799,200130,콜마비앤에이치,기초 의약물질 및 생물학적 제제 제조업
1800,200230,텔콘RF제약,통신 및 방송 장비 제조업
1801,200470,에이팩트,"그외 기타 전문, 과학 및 기술 서비스업"
1802,200670,휴메딕스,의약품 제조업
1803,200710,에이디테크놀로지,반도체 제조업
1804,200780,비씨월드제약,의약품 제조업
1805,200880,서연이화,자동차 신품 부품 제조업
1806,201490,미투온,소프트웨어 개발 및 공급업
1807,203450,유니온커뮤니티,통신 및 방송 장비 제조업
1808,203650,드림시큐리티,소프트웨어 개발 및 공급업
1809,203690,프로스테믹스,기초 의약물질 및 생물학적 제제 제조업
1810,204020,그리티,봉제의복 제조업
1811,204210,모두투어리츠,부동산 임대 및 공급업
1812,204270,제이앤티씨,전자부품 제조업
1813,204320,만도,자동차 신품 부품 제조업
1814,204620,글로벌텍스프리,금융 지원 서비스업
1815,204630,스튜디오산타클로스,창작 및 예술관련 서비스업
1816,204840,지엘팜텍,자연과학 및 공학 연구개발업
1817,205100,엑셈,소프트웨어 개발 및 공급업
1818,205470,휴마시스,의료용품 및 기타 의약 관련제품 제조업
1819,205500,액션스퀘어,소프트웨어 개발 및 공급업
1820,206400,베노홀딩스,소프트웨어 개발 및 공급업
1821,206560,덱스터,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1822,206640,바디텍메드,의료용품 및 기타 의약 관련제품 제조업
1823,206650,유바이오로직스,의약품 제조업
1824,207760,미스터블루,기타 정보 서비스업
1825,207940,삼성바이오로직스,기초 의약물질 및 생물학적 제제 제조업
1826,208140,정다운,"도축, 육류 가공 및 저장 처리업"
1827,208340,파멥신,의약품 제조업
1828,208350,지란지교시큐리티,소프트웨어 개발 및 공급업
1829,208370,셀바스헬스케어,의료용 기기 제조업
1830,208640,썸에이지,소프트웨어 개발 및 공급업
1831,208710,바이오로그디바이스,전자부품 제조업
1832,208860,엔지스테크널러지,소프트웨어 개발 및 공급업
1833,210540,디와이파워,특수 목적용 기계 제조업
1834,210980,SK디앤디,부동산 임대 및 공급업
1835,211270,AP위성,통신 및 방송 장비 제조업
1836,212560,네오오토,자동차 신품 부품 제조업
1837,213090,미래테크놀로지,소프트웨어 개발 및 공급업
1838,213420,덕산네오룩스,전자부품 제조업
1839,213500,한솔제지,"펄프, 종이 및 판지 제조업"
1840,214150,클래시스,의료용 기기 제조업
1841,214180,민앤지,기타 정보 서비스업
1842,214260,라파스,기타 화학제품 제조업
1843,214270,퓨쳐스트림네트웍스,소프트웨어 개발 및 공급업
1844,214310,세미콘라이트,반도체 제조업
1845,214320,이노션,광고업
1846,214330,금호에이치티,자동차 신품 부품 제조업
1847,214370,케어젠,기초 의약물질 및 생물학적 제제 제조업
1848,214390,경보제약,기초 의약물질 및 생물학적 제제 제조업
1849,214420,토니모리,기타 화학제품 제조업
1850,214430,아이쓰리시스템,전자부품 제조업
1851,214450,파마리서치프로덕트,생활용품 도매업
1852,214610,미코바이오메드,의료용 기기 제조업
1853,214680,디알텍,의료용 기기 제조업
1854,214870,뉴지랩,통신 및 방송 장비 제조업
1855,215000,골프존,소프트웨어 개발 및 공급업
1856,215090,이디티,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1857,215100,로보로보,기타 전기장비 제조업
1858,215200,메가스터디교육,일반 교습 학원
1859,215360,우리산업,자동차 신품 부품 제조업
1860,215380,우정바이오,자연과학 및 공학 연구개발업
1861,215480,토박스코리아,"섬유, 의복, 신발 및 가죽제품 소매업"
1862,215600,신라젠,자연과학 및 공학 연구개발업
1863,215790,이노인스트루먼트,통신 및 방송 장비 제조업
1864,216050,인크로스,광고업
1865,216080,제테마,의료용품 및 기타 의약 관련제품 제조업
1866,217190,제너셈,특수 목적용 기계 제조업
1867,217270,넵튠,소프트웨어 개발 및 공급업
1868,217330,싸이토젠,자연과학 및 공학 연구개발업
1869,217480,에스디생명공학,기타 화학제품 제조업
1870,217500,러셀,특수 목적용 기계 제조업
1871,217600,켐온,자연과학 및 공학 연구개발업
1872,217620,디딤,음식점업
1873,217730,강스템바이오텍,기초 의약물질 및 생물학적 제제 제조업
1874,217820,엔에스,특수 목적용 기계 제조업
1875,218150,미래생명자원,동물용 사료 및 조제식품 제조업
1876,218410,RFHIC,통신 및 방송 장비 제조업
1877,219130,타이거일렉,전자부품 제조업
1878,219420,링크제니시스,소프트웨어 개발 및 공급업
1879,219550,MP한강,생활용품 도매업
1880,219750,지티지웰니스,의료용 기기 제조업
1881,220100,퓨쳐켐,의약품 제조업
1882,220180,핸디소프트,소프트웨어 개발 및 공급업
1883,220260,켐트로스,기타 화학제품 제조업
1884,220630,해마로푸드서비스,음·식료품 및 담배 도매업
1885,221610,자안,기타 화학제품 제조업
1886,221840,하이즈항공,"항공기,우주선 및 부품 제조업"
1887,221980,케이디켐,기타 화학제품 제조업
1888,222040,코스맥스엔비티,기타 식품 제조업
1889,222080,씨아이에스,특수 목적용 기계 제조업
1890,222110,팬젠,의약품 제조업
1891,222420,쎄노텍,기타 비금속 광물제품 제조업
1892,222800,심텍,전자부품 제조업
1893,222810,마이더스AI,소프트웨어 개발 및 공급업
1894,222980,한국맥널티,기타 식품 제조업
1895,223250,드림씨아이에스,자연과학 및 공학 연구개발업
1896,223310,경남제약헬스케어,소프트웨어 개발 및 공급업
1897,224060,코디엠,특수 목적용 기계 제조업
1898,224110,에이텍티앤,통신 및 방송 장비 제조업
1899,225190,삼양옵틱스,사진장비 및 광학기기 제조업
1900,225220,제놀루션,기초 의약물질 및 생물학적 제제 제조업
1901,225330,씨엠에스에듀,일반 교습 학원
1902,225430,케이엠제약,기타 화학제품 제조업
1903,225530,보광산업,기타 비금속 광물제품 제조업
1904,225570,넷게임즈,소프트웨어 개발 및 공급업
1905,225590,패션플랫폼,봉제의복 제조업
1906,226320,잇츠한불,기타 화학제품 제조업
1907,226330,신테카바이오,소프트웨어 개발 및 공급업
1908,226340,본느,기타 화학제품 제조업
1909,226350,아이엠텍,전자부품 제조업
1910,226360,이엑스티,토목 건설업
1911,226400,오스테오닉,의료용 기기 제조업
1912,226440,한송네오텍,특수 목적용 기계 제조업
1913,226950,올릭스,자연과학 및 공학 연구개발업
1914,227100,디자인,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1915,227610,아우딘퓨쳐스,기타 화학제품 제조업
1916,227840,현대코퍼레이션홀딩스,음·식료품 및 담배 도매업
1917,227950,엔투텍,특수 목적용 기계 제조업
1918,228340,동양파일,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1919,228670,레이,의료용 기기 제조업
1920,228760,지노믹트리,의료용품 및 기타 의약 관련제품 제조업
1921,228850,레이언스,의료용 기기 제조업
1922,229000,젠큐릭스,의료용품 및 기타 의약 관련제품 제조업
1923,229640,LS전선아시아,기타 금융업
1924,230240,에치에프알,통신 및 방송 장비 제조업
1925,230360,에코마케팅,광고업
1926,230980,솔트웍스,소프트웨어 개발 및 공급업
1927,232140,와이아이케이,특수 목적용 기계 제조업
1928,234080,JW생명과학,의약품 제조업
1929,234100,세원,자동차 신품 부품 제조업
1930,234300,에스트래픽,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1931,234340,세틀뱅크,기타 정보 서비스업
1932,234690,녹십자웰빙,의약품 제조업
1933,234920,자이글,가정용 기기 제조업
1934,235980,메드팩토,자연과학 및 공학 연구개발업
1935,236200,슈프리마,통신 및 방송 장비 제조업
1936,237690,에스티팜,의약품 제조업
1937,237750,피앤씨테크,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1938,237820,플레이디,광고업
1939,237880,클리오,기타 화학제품 제조업
1940,238090,앤디포스,플라스틱제품 제조업
1941,238120,얼라인드,사진장비 및 광학기기 제조업
1942,238200,비피도,기타 식품 제조업
1943,238490,힘스,특수 목적용 기계 제조업
1944,239340,줌인터넷,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1945,239610,에이치엘사이언스,기타 식품 제조업
1946,240810,원익IPS,특수 목적용 기계 제조업
1947,241520,DSC인베스트먼트,신탁업 및 집합투자업
1948,241560,두산밥캣,특수 목적용 기계 제조업
1949,241590,화승엔터프라이즈,신발 및 신발 부분품 제조업
1950,241690,유니테크노,자동차 신품 부품 제조업
1951,241710,코스메카코리아,기타 화학제품 제조업
1952,241770,메카로,기타 화학제품 제조업
1953,241790,오션브릿지,특수 목적용 기계 제조업
1954,241820,피씨엘,의료용품 및 기타 의약 관련제품 제조업
1955,241840,에이스토리,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1956,242040,나무기술,소프트웨어 개발 및 공급업
1957,243070,휴온스,의약품 제조업
1958,243840,신흥에스이씨,일차전지 및 축전지 제조업
1959,244460,올리패스,기초 의약물질 및 생물학적 제제 제조업
1960,245620,EDGC,자연과학 및 공학 연구개발업
1961,246690,TS인베스트먼트,신탁업 및 집합투자업
1962,246710,티앤알바이오팹,기초 의약물질 및 생물학적 제제 제조업
1963,246720,아스타,의료용품 및 기타 의약 관련제품 제조업
1964,246960,이노테라피,의료용품 및 기타 의약 관련제품 제조업
1965,247540,에코프로비엠,일차전지 및 축전지 제조업
1966,248170,샘표식품,기타 식품 제조업
1967,249420,일동제약,의약품 제조업
1968,250000,보라티알,음·식료품 및 담배 도매업
1969,250060,모비스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1970,250930,예선테크,플라스틱제품 제조업
1971,251270,넷마블,소프트웨어 개발 및 공급업
1972,251370,와이엠티,기초 화학물질 제조업
1973,251630,브이원텍,특수 목적용 기계 제조업
1974,251970,펌텍코리아,플라스틱제품 제조업
1975,252500,세화피앤씨,기타 화학제품 제조업
1976,253450,스튜디오드래곤,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1977,253590,네오셈,특수 목적용 기계 제조업
1978,253840,수젠텍,의료용품 및 기타 의약 관련제품 제조업
1979,254120,자비스,특수 목적용 기계 제조업
1980,255220,SG,기타 비금속 광물제품 제조업
1981,255440,야스,특수 목적용 기계 제조업
1982,256150,한독크린텍,일반 목적용 기계 제조업
1983,256630,포인트엔지니어링,기타 금속 가공제품 제조업
1984,256840,한국비엔씨,기초 의약물질 및 생물학적 제제 제조업
1985,256940,케이피에스,특수 목적용 기계 제조업
1986,257370,명성티엔에스,특수 목적용 기계 제조업
1987,258610,이더블유케이,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1988,258790,소프트캠프,소프트웨어 개발 및 공급업
1989,258830,세종메디칼,의료용 기기 제조업
1990,259630,엠플러스,특수 목적용 기계 제조업
1991,260660,알리코제약,의료용품 및 기타 의약 관련제품 제조업
1992,260930,씨티케이코스메틱스,기타 화학제품 제조업
1993,261200,덴티스,의료용 기기 제조업
1994,262260,에이프로,기타 전기장비 제조업
1995,263020,디케이앤디,플라스틱제품 제조업
1996,263050,유틸렉스,기초 의약물질 및 생물학적 제제 제조업
1997,263540,샘코,"항공기,우주선 및 부품 제조업"
1998,263600,덕우전자,전자부품 제조업
1999,263690,디알젬,의료용 기기 제조업
2000,263700,케어랩스,소프트웨어 개발 및 공급업
2001,263720,디앤씨미디어,"서적, 잡지 및 기타 인쇄물 출판업"
2002,263750,펄어비스,소프트웨어 개발 및 공급업
2003,263770,유에스티,1차 철강 제조업
2004,263800,데이타솔루션,기계장비 및 관련 물품 도매업
2005,263810,상신전자,전자부품 제조업
2006,263860,지니언스,소프트웨어 개발 및 공급업
2007,263920,블러썸엠앤씨,그외 기타 제품 제조업
2008,264450,유비쿼스,통신 및 방송 장비 제조업
2009,264660,씨앤지하이테크,특수 목적용 기계 제조업
2010,264850,이랜시스,전자부품 제조업
2011,264900,크라운제과,기타 식품 제조업
2012,265520,AP시스템,특수 목적용 기계 제조업
2013,265560,영화테크,자동차 신품 부품 제조업
2014,267250,현대중공업지주,석유 정제품 제조업
2015,267260,현대일렉트릭,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2016,267270,현대건설기계,일반 목적용 기계 제조업
2017,267290,경동도시가스,연료용 가스 제조 및 배관공급업
2018,267320,나인테크,특수 목적용 기계 제조업
2019,267790,배럴,봉제의복 제조업
2020,267850,아시아나IDT,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
2021,267980,매일유업,낙농제품 및 식용빙과류 제조업
2022,268280,미원에스씨,기초 화학물질 제조업
2023,268600,셀리버리,자연과학 및 공학 연구개발업
2024,269620,시스웍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
2025,270520,지엔원에너지,"건축기술, 엔지니어링 및 관련 기술 서비스업"
2026,270870,뉴트리,기타 식품 제조업
2027,271560,오리온,기타 식품 제조업
2028,271980,제일약품,의약품 제조업
2029,272110,케이엔제이,특수 목적용 기계 제조업
2030,272210,한화시스템,전자부품 제조업
2031,272290,이녹스첨단소재,전자부품 제조업
2032,272450,진에어,항공 여객 운송업
2033,272550,삼양패키징,플라스틱제품 제조업
2034,273060,와이즈버즈,광고업
2035,274090,켄코아에어로스페이스,"항공기,우주선 및 부품 제조업"
2036,275630,에스에스알,소프트웨어 개발 및 공급업
2037,277070,린드먼아시아,신탁업 및 집합투자업
2038,277410,인산가,기타 식품 제조업
2039,277880,티에스아이,특수 목적용 기계 제조업
2040,278280,천보,기초 화학물질 제조업
2041,278650,노터스,자연과학 및 공학 연구개발업
2042,279600,미디어젠,소프트웨어 개발 및 공급업
2043,280360,롯데제과,기타 식품 제조업
2044,281740,레이크머티리얼즈,기타 화학제품 제조업
2045,281820,케이씨텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
2046,282330,BGF리테일,종합 소매업
2047,282690,동아타이어,고무제품 제조업
2048,282880,코윈테크,특수 목적용 기계 제조업
2049,284620,카이노스메드,자연과학 및 공학 연구개발업
2050,284740,쿠쿠홈시스,개인 및 가정용품 임대업
2051,285130,SK케미칼,합성고무 및 플라스틱 물질 제조업
2052,285490,노바텍,그외 기타 제품 제조업
2053,286750,나노브릭,기초 화학물질 제조업
2054,286940,롯데정보통신,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
2055,287410,유안타제3호스팩,금융 지원 서비스업
2056,288330,브릿지바이오테라퓨틱스,기초 의약물질 및 생물학적 제제 제조업
2057,288620,에스퓨얼셀,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2058,289010,아이스크림에듀,"서적, 잡지 및 기타 인쇄물 출판업"
2059,289080,SV인베스트먼트,기타 금융업
2060,290120,대유에이피,자동차 신품 부품 제조업
2061,290270,휴네시온,소프트웨어 개발 및 공급업
2062,290380,대유,"비료, 농약 및 살균, 살충제 제조업"
2063,290510,코리아센터,소프트웨어 개발 및 공급업
2064,290520,신도기연,특수 목적용 기계 제조업
2065,290550,디케이티,전자부품 제조업
2066,290650,엘앤씨바이오,의약품 제조업
2067,290660,네오펙트,의료용 기기 제조업
2068,290670,대보마그네틱,기타 전기장비 제조업
2069,290720,푸드나무,무점포 소매업
2070,290740,액트로,전자부품 제조업
2071,291210,한국제7호스팩,금융 지원 서비스업
2072,291230,삼성스팩2호,금융 지원 서비스업
2073,291650,압타머사이언스,자연과학 및 공학 연구개발업
2074,293480,하나제약,의약품 제조업
2075,293490,카카오게임즈,소프트웨어 개발 및 공급업
2076,293580,나우IB,기타 금융업
2077,293780,압타바이오,자연과학 및 공학 연구개발업
2078,293940,신한알파리츠,부동산 임대 및 공급업
2079,294090,이오플로우,의료용 기기 제조업
2080,294140,레몬,화학섬유 제조업
2081,294630,서남,기타 전기장비 제조업
2082,294870,HDC현대산업개발,건물 건설업
2083,297090,씨에스베어링,일반 목적용 기계 제조업
2084,297570,알로이스,통신 및 방송 장비 제조업
2085,297890,엘이티,특수 목적용 기계 제조업
2086,298000,효성화학,기초 화학물질 제조업
2087,298020,효성티앤씨,화학섬유 제조업
2088,298040,효성중공업,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2089,298050,효성첨단소재,화학섬유 제조업
2090,298060,에스씨엠생명과학,의약품 제조업
2091,298380,에이비엘바이오,기초 의약물질 및 생물학적 제제 제조업
2092,298540,더네이쳐홀딩스,"섬유, 의복, 신발 및 가죽제품 소매업"
2093,298690,에어부산,항공 여객 운송업
2094,299170,IBKS제10호스팩,금융 지원 서비스업
2095,299660,셀리드,자연과학 및 공학 연구개발업
2096,299900,위지윅스튜디오,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2097,299910,베스파,소프트웨어 개발 및 공급업
2098,300080,플리토,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
2099,300120,라온피플,소프트웨어 개발 및 공급업
2100,300720,한일시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업"
2101,302430,이노메트리,특수 목적용 기계 제조업
2102,302550,리메드,의료용 기기 제조업
2103,303030,지니틱스,반도체 제조업
2104,304100,솔트룩스,소프트웨어 개발 및 공급업
2105,304840,피플바이오,의료용품 및 기타 의약 관련제품 제조업
2106,305090,마이크로디지탈,의료용 기기 제조업
2107,306040,에스제이그룹,"가죽, 가방 및 유사제품 제조업"
2108,306200,세아제강,1차 철강 제조업
2109,306620,네온테크,특수 목적용 기계 제조업
2110,307070,SK4호스팩,금융 지원 서비스업
2111,307160,하나머스트제6호스팩,금융 지원 서비스업
2112,307180,아이엘사이언스,전구 및 조명장치 제조업
2113,307280,교보8호스팩,금융 지원 서비스업
2114,307750,대신밸런스제6호스팩,금융 지원 서비스업
2115,307870,상상인이안1호스팩,금융 지원 서비스업
2116,307930,컴퍼니케이,기타 금융업
2117,307950,현대오토에버,소프트웨어 개발 및 공급업
2118,308100,까스텔바작,"섬유, 의복, 신발 및 가죽제품 소매업"
2119,308170,센트랄모텍,자동차 신품 부품 제조업
2120,309930,삼성머스트스팩3호,금융 지원 서비스업
2121,310200,애니플러스,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2122,310840,엔에이치스팩13호,금융 지원 서비스업
2123,310870,한국제8호스팩,금융 지원 서비스업
2124,311270,키움제5호스팩,금융 지원 서비스업
2125,311390,네오크레마,기타 식품 제조업
2126,311690,천랩,자연과학 및 공학 연구개발업
2127,312610,에이에프더블류,일차전지 및 축전지 제조업
2128,313750,유안타제4호스팩,금융 지원 서비스업
2129,313760,윌링스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2130,316140,우리금융지주,기타 금융업
2131,317030,케이비17호스팩,금융 지원 서비스업
2132,317120,라닉스,반도체 제조업
2133,317240,하이제4호스팩,금융 지원 서비스업
2134,317320,한화에스비아이스팩,금융 지원 서비스업
