,Date,stock_name,today_win,today_lose,tomorrow_win,tomorrow_lose,day2_win,day2_lose,real_profit,Nasdaq
0,2020-10-12,F&F,1.0,0.0,0.0,0.0,0.0,0.0,0.028017241379310345,U04
0,2020-10-12,레고켐바이오,0.0,0.0,0.0,1.0,0.0,0.0,-0.05705229793977813,U04
0,2020-10-12,현대바이오랜드,0.0,0.0,1.0,0.0,0.0,0.0,0.04,U04
0,2020-10-12,네패스,0.0,0.0,0.0,0.0,0.0,1.0,-0.030206677265500796,U04
0,2020-10-08,GV,0.0,0.0,0.0,1.0,0.0,0.0,-0.08482142857142858,U04
0,2020-10-08,영원무역,0.0,0.0,0.0,0.0,0.0,1.0,-0.015437392795883362,U04
0,2020-10-08,케이피엠테크,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U04
0,2020-10-08,SK디스커버리,1.0,0.0,0.0,0.0,0.0,0.0,0.03201219512195122,U04
0,2020-10-08,상아프론테크,0.0,0.0,0.0,0.0,0.0,1.0,-0.03977272727272727,U04
0,2020-10-07,삼보산업,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-10-07,에이비프로바이오,0.0,0.0,0.0,0.0,0.0,1.0,-0.02132998745294856,D04
0,2020-10-07,에코마케팅,1.0,0.0,0.0,0.0,0.0,0.0,0.03932584269662921,D04
0,2020-10-07,에스에프에이,1.0,0.0,0.0,0.0,0.0,0.0,0.027472527472527472,D04
0,2020-10-07,KR모터스,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-10-06,키움증권,0.0,0.0,0.0,0.0,0.0,1.0,-0.004975124378109453,U04
0,2020-10-06,이수페타시스,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-10-06,바이오스마트,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-10-06,가온미디어,0.0,0.0,1.0,0.0,0.0,0.0,0.031198686371100164,U04
0,2020-10-06,영진약품,0.0,0.0,1.0,0.0,0.0,0.0,0.04,U04
0,2020-10-05,코스온,1.0,0.0,0.0,0.0,0.0,0.0,0.03611111111111111,D04
0,2020-10-05,일신바이오,0.0,0.0,1.0,0.0,0.0,0.0,0.04,D04
0,2020-10-05,신일제약,0.0,0.0,0.0,1.0,0.0,0.0,-0.07190635451505016,D04
0,2020-10-05,케이프,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-10-05,에이티넘인베스트,1.0,0.0,0.0,0.0,0.0,0.0,0.019704433497536946,D04
0,2020-09-29,하나금융지주,0.0,0.0,1.0,0.0,0.0,0.0,0.04,U04
0,2020-09-29,지엔코,1.0,0.0,0.0,0.0,0.0,0.0,0.02242152466367713,U04
0,2020-09-29,파마리서치프로덕트,1.0,0.0,0.0,0.0,0.0,0.0,0.019736842105263157,U04
0,2020-09-29,형지I&C,1.0,0.0,0.0,0.0,0.0,0.0,0.018779342723004695,U04
0,2020-09-29,한창제지,1.0,0.0,0.0,0.0,0.0,0.0,0.04035874439461883,U04
0,2020-09-28,화승엔터프라이즈,0.0,0.0,0.0,0.0,0.0,1.0,-0.0176678445229682,U04
0,2020-09-28,코위버,1.0,0.0,0.0,0.0,0.0,0.0,0.025252525252525252,U04
0,2020-09-28,롯데케미칼,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U04
0,2020-09-28,W홀딩컴퍼니,0.0,0.0,1.0,0.0,0.0,0.0,0.04,U04
